crime_id,victim_id,location_id,station_id,crime_type,crime_date,crime_time,severity,weapon_used,loss_amount,arrest_made
C004071,V03519,L0201,S047,Assault,2025-11-30,Morning,Medium,Knife,376163,Yes
C004072,V01898,L0092,S038,Kidnapping,2024-09-22,Afternoon,Low,None,333083,No
C004073,V03202,L0171,S058,Cyber Crime,2023-04-12,Afternoon,High,None,220419,Yes
C004074,V01392,L0033,S022,Assault,2023-01-07,Afternoon,Medium,Knife,344781,Yes
C004075,V03184,L0169,S063,Assault,2023-07-31,Evening,Low,Knife,298425,Yes
C004076,V01488,L0177,S051,Cyber Crime,2023-05-01,Night,Low,Gun,428742,Yes
C004077,V00166,L0014,S045,Burglary,2023-06-11,Evening,Medium,Gun,185638,Yes
C004078,V02271,L0186,S024,Fraud,2025-09-16,Evening,Low,Stick,306304,No
C004079,V01944,L0177,S054,Theft,2024-08-17,Afternoon,Low,Gun,127758,No
C004080,V02060,L0250,S073,Kidnapping,2024-01-18,Morning,Low,None,493226,Yes
C004081,V02870,L0262,S066,Fraud,2025-07-31,Afternoon,High,Stick,157248,No
C004082,V03117,L0242,S022,Cyber Crime,2024-11-20,Afternoon,Low,None,261897,No
C004083,V01430,L0133,S028,Theft,2025-06-07,Night,High,None,355958,Yes
C004084,V00099,L0046,S050,Cyber Crime,2025-05-06,Morning,Low,None,250134,Yes
C004085,V02757,L0148,S021,Burglary,2024-04-23,Evening,Low,Knife,215295,No
C004086,V03509,L0173,S052,Cyber Crime,2024-06-25,Morning,Low,Stick,388747,Yes
C004087,V00370,L0158,S016,Assault,2024-04-14,Afternoon,Low,None,492343,Yes
C004088,V01547,L0225,S047,Cyber Crime,2023-12-19,Evening,High,Knife,375151,Yes
C004089,V00193,L0299,S028,Cyber Crime,2024-12-14,Night,Medium,None,38950,No
C004090,V02587,L0074,S069,Fraud,2024-03-24,Evening,Low,None,355051,Yes
C004091,V02507,L0272,S016,Cyber Crime,2025-03-28,Evening,High,Knife,395309,No
C004092,V01266,L0069,S036,Cyber Crime,2025-11-02,Night,Low,None,27846,Yes
C004093,V01422,L0204,S011,Theft,2025-12-28,Night,Low,Gun,215906,Yes
C004094,V00100,L0132,S057,Burglary,2023-04-23,Morning,Low,Knife,248065,Yes
C004095,V01296,L0257,S032,Cyber Crime,2025-09-06,Morning,Low,None,35737,No
C004096,V03753,L0120,S060,Fraud,2023-07-13,Night,Medium,Knife,364652,Yes
C004097,V03915,L0145,S024,Cyber Crime,2023-06-11,Evening,Low,Knife,46435,No
C004098,V03830,L0129,S041,Burglary,2024-09-25,Evening,High,Gun,126879,Yes
C004099,V00703,L0186,S005,Theft,2025-04-18,Afternoon,High,Knife,499235,Yes
C004100,V02092,L0193,S029,Assault,2024-03-15,Evening,Low,Gun,291367,Yes
C004101,V02529,L0248,S071,Theft,2023-01-25,Afternoon,High,None,323196,No
C004102,V03351,L0106,S046,Kidnapping,2025-08-19,Morning,Medium,None,125667,No
C004103,V00187,L0283,S004,Fraud,2023-07-28,Afternoon,Medium,Stick,295000,Yes
C004104,V03765,L0047,S065,Burglary,2025-05-08,Evening,High,None,496356,Yes
C004105,V03306,L0267,S024,Theft,2023-01-10,Night,Low,Knife,296792,Yes
C004106,V01593,L0192,S008,Kidnapping,2024-08-04,Morning,Medium,Gun,109870,No
C004107,V03938,L0113,S074,Robbery,2023-11-09,Evening,Medium,None,82333,Yes
C004108,V02060,L0074,S067,Cyber Crime,2025-03-11,Morning,High,None,403229,Yes
C004109,V02975,L0183,S052,Robbery,2023-08-21,Evening,Low,None,176978,Yes
C004110,V00195,L0081,S036,Robbery,2023-09-29,Night,Medium,None,334772,No
C004111,V00913,L0038,S067,Theft,2025-03-07,Morning,Medium,Knife,313980,Yes
C004112,V01450,L0167,S033,Cyber Crime,2024-05-18,Night,Medium,Stick,106178,Yes
C004113,V03182,L0240,S065,Robbery,2024-11-26,Evening,High,Knife,274583,Yes
C004114,V03939,L0151,S037,Theft,2023-11-11,Afternoon,Medium,Knife,165655,Yes
C004115,V00674,L0242,S011,Theft,2023-09-26,Morning,Low,Knife,318990,Yes
C004116,V03459,L0087,S017,Assault,2025-03-24,Morning,Low,Gun,1448,No
C004117,V02434,L0096,S006,Kidnapping,2023-06-19,Night,Low,None,39320,Yes
C004118,V01333,L0157,S008,Assault,2023-06-03,Evening,Medium,Knife,440226,Yes
C004119,V03603,L0190,S028,Cyber Crime,2025-10-03,Morning,Medium,Knife,463875,Yes
C004120,V02050,L0171,S035,Robbery,2024-11-07,Evening,Low,None,368535,Yes
C004121,V01262,L0165,S013,Theft,2025-01-02,Evening,Low,Stick,228724,No
C004122,V00150,L0039,S035,Theft,2024-02-18,Evening,Medium,Knife,106970,Yes
C004123,V03377,L0053,S009,Burglary,2025-06-03,Night,Medium,None,465107,No
C004124,V01586,L0141,S060,Theft,2025-10-31,Night,Medium,Stick,98017,No
C004125,V00120,L0046,S073,Kidnapping,2025-07-31,Night,Low,None,93463,Yes
C004126,V01431,L0126,S007,Assault,2024-12-24,Evening,Medium,Knife,111846,No
C004127,V02318,L0197,S045,Fraud,2023-08-06,Afternoon,Low,None,129348,Yes
C004128,V02610,L0298,S075,Kidnapping,2024-08-25,Afternoon,Medium,Knife,348469,Yes
C004129,V01009,L0237,S046,Kidnapping,2025-03-19,Afternoon,High,Knife,237095,Yes
C004130,V02498,L0261,S002,Burglary,2024-11-16,Night,High,None,290325,No
C004131,V00503,L0135,S007,Burglary,2025-08-18,Morning,Low,None,199283,No
C004132,V00405,L0033,S036,Theft,2024-12-21,Evening,Low,None,194200,Yes
C004133,V02454,L0188,S005,Cyber Crime,2023-03-23,Night,Medium,None,136215,No
C004134,V00939,L0239,S031,Assault,2025-05-20,Afternoon,Low,Knife,425952,No
C004135,V00640,L0285,S037,Burglary,2024-01-02,Morning,High,Gun,317827,Yes
C004136,V02967,L0274,S030,Cyber Crime,2024-04-18,Morning,Medium,Knife,221538,Yes
C004137,V02148,L0090,S008,Robbery,2025-10-22,Night,Low,None,159147,Yes
C004138,V02797,L0247,S067,Theft,2025-10-26,Afternoon,Medium,Knife,256077,Yes
C004139,V01050,L0095,S072,Burglary,2023-08-01,Morning,Low,None,90288,Yes
C004140,V01894,L0182,S056,Cyber Crime,2025-06-04,Evening,Medium,None,478005,No
C004141,V02270,L0078,S028,Robbery,2024-03-07,Afternoon,Medium,None,120261,Yes
C004142,V01769,L0164,S039,Fraud,2025-08-14,Afternoon,Medium,Stick,365827,No
C004143,V03621,L0073,S053,Burglary,2025-12-19,Morning,Low,Gun,295908,Yes
C004144,V01025,L0300,S037,Burglary,2023-10-01,Morning,Medium,Stick,311666,No
C004145,V02568,L0083,S014,Assault,2023-01-03,Evening,Medium,None,73497,Yes
C004146,V01256,L0149,S019,Fraud,2023-11-04,Night,Medium,Knife,233143,No
C004147,V02882,L0183,S064,Robbery,2023-09-20,Morning,Low,None,191959,No
C004148,V03602,L0299,S011,Theft,2024-07-18,Evening,Medium,Knife,288371,No
C004149,V02028,L0041,S015,Robbery,2024-08-22,Evening,Medium,None,83901,Yes
C004150,V00309,L0270,S053,Cyber Crime,2025-12-02,Afternoon,Low,Knife,182301,Yes
C004151,V00405,L0139,S035,Kidnapping,2023-01-05,Afternoon,Low,Gun,473199,No
C004152,V03363,L0249,S018,Assault,2023-12-29,Evening,Medium,Stick,130605,Yes
C004153,V03217,L0194,S051,Burglary,2024-10-17,Afternoon,Medium,Gun,482966,Yes
C004154,V03007,L0211,S001,Fraud,2024-04-12,Evening,High,None,71207,Yes
C004155,V00477,L0299,S022,Burglary,2024-08-12,Night,Low,None,31598,Yes
C004156,V01415,L0120,S015,Kidnapping,2025-03-17,Evening,Low,None,149688,Yes
C004157,V02715,L0243,S050,Theft,2023-08-10,Night,Low,None,183382,Yes
C004158,V02594,L0227,S054,Theft,2023-10-09,Morning,High,Knife,255545,No
C004159,V02946,L0095,S056,Burglary,2025-06-11,Night,Medium,None,331485,No
C004160,V01900,L0048,S073,Robbery,2023-02-10,Evening,Medium,None,174690,Yes
C004161,V00419,L0280,S013,Kidnapping,2023-11-27,Afternoon,Medium,None,223764,No
C004162,V01085,L0052,S025,Fraud,2025-10-31,Afternoon,High,None,493218,Yes
C004163,V03822,L0071,S012,Kidnapping,2025-04-11,Evening,High,Knife,52859,No
C004164,V02406,L0185,S068,Kidnapping,2023-10-15,Morning,Medium,None,3770,Yes
C004165,V02288,L0298,S007,Burglary,2024-11-07,Evening,Medium,Stick,49508,Yes
C004166,V01274,L0070,S051,Kidnapping,2025-06-17,Afternoon,Medium,Gun,151386,Yes
C004167,V02741,L0141,S050,Kidnapping,2025-01-18,Night,Low,Stick,20402,No
C004168,V03469,L0285,S014,Burglary,2023-05-19,Night,Medium,Gun,207414,No
C004169,V00818,L0282,S008,Theft,2024-12-15,Evening,Medium,None,478408,No
C004170,V00354,L0133,S037,Cyber Crime,2024-03-19,Morning,Low,None,27841,Yes
C004171,V00531,L0251,S041,Burglary,2023-11-09,Afternoon,Low,Stick,31853,No
C004172,V00895,L0012,S018,Robbery,2025-07-07,Night,Medium,None,150104,No
C004173,V01979,L0181,S034,Burglary,2023-09-14,Night,High,None,199199,Yes
C004174,V03353,L0106,S066,Cyber Crime,2023-11-09,Evening,Medium,None,495775,No
C004175,V02457,L0239,S044,Assault,2024-03-04,Evening,Low,Gun,472583,No
C004176,V00265,L0217,S068,Cyber Crime,2025-10-20,Evening,Medium,Gun,171728,Yes
C004177,V01704,L0173,S022,Cyber Crime,2023-03-25,Night,Low,Knife,140651,Yes
C004178,V03430,L0135,S045,Burglary,2025-06-08,Night,High,None,331128,Yes
C004179,V00753,L0119,S002,Theft,2023-02-24,Evening,Medium,Knife,16242,Yes
C004180,V01145,L0296,S009,Fraud,2023-05-25,Afternoon,High,None,77077,Yes
C004181,V00417,L0254,S028,Robbery,2023-12-16,Night,Medium,Gun,354397,No
C004182,V02499,L0167,S006,Burglary,2023-07-14,Night,Low,None,189970,Yes
C004183,V03523,L0087,S019,Kidnapping,2025-09-03,Afternoon,Low,None,98356,Yes
C004184,V02006,L0295,S032,Assault,2024-01-02,Afternoon,High,None,82519,Yes
C004185,V02777,L0156,S007,Assault,2024-10-02,Afternoon,Low,Stick,133252,Yes
C004186,V00428,L0005,S017,Kidnapping,2024-10-07,Night,Medium,Knife,270348,Yes
C004187,V01539,L0088,S013,Kidnapping,2024-03-04,Morning,High,None,189483,Yes
C004188,V01531,L0254,S040,Theft,2023-08-29,Evening,Medium,None,74096,Yes
C004189,V02491,L0222,S015,Cyber Crime,2025-06-17,Morning,Low,Knife,175680,Yes
C004190,V03851,L0113,S010,Kidnapping,2023-01-27,Morning,Medium,Knife,54070,Yes
C004191,V01196,L0090,S056,Burglary,2025-08-04,Evening,Medium,None,462842,Yes
C004192,V03860,L0234,S065,Assault,2024-10-05,Afternoon,Low,Gun,335904,Yes
C004193,V01721,L0071,S025,Fraud,2023-06-30,Night,Medium,Knife,445751,Yes
C004194,V00411,L0280,S020,Burglary,2024-02-29,Morning,Low,Gun,280697,Yes
C004195,V00593,L0006,S072,Assault,2023-02-23,Evening,Low,Knife,464421,Yes
C004196,V02345,L0247,S014,Theft,2024-01-31,Night,Medium,None,16293,Yes
C004197,V03318,L0089,S058,Kidnapping,2024-11-10,Afternoon,Low,Knife,269747,Yes
C004198,V03093,L0237,S018,Robbery,2023-12-11,Night,High,None,248464,Yes
C004199,V00969,L0244,S030,Theft,2025-02-01,Afternoon,Medium,None,152603,Yes
C004200,V03604,L0250,S063,Fraud,2024-06-04,Evening,Low,None,409779,Yes
C004201,V02034,L0131,S061,Burglary,2024-05-07,Morning,High,None,340405,Yes
C004202,V00143,L0224,S009,Cyber Crime,2024-02-01,Morning,Medium,Gun,104226,No
C004203,V03434,L0088,S011,Robbery,2024-12-28,Night,Medium,Gun,268157,Yes
C004204,V01360,L0097,S031,Fraud,2025-08-12,Afternoon,Low,Knife,233403,No
C004205,V01473,L0142,S069,Fraud,2024-12-15,Morning,High,None,123060,Yes
C004206,V02904,L0030,S022,Robbery,2024-07-12,Afternoon,Low,Knife,377909,No
C004207,V02625,L0032,S008,Kidnapping,2024-04-30,Evening,Medium,Knife,308926,No
C004208,V01808,L0045,S010,Theft,2023-03-09,Afternoon,Low,None,408521,Yes
C004209,V02559,L0236,S024,Kidnapping,2024-06-12,Morning,Low,None,42868,No
C004210,V00455,L0155,S042,Assault,2025-11-03,Evening,High,Gun,214796,No
C004211,V02427,L0288,S019,Theft,2023-07-22,Evening,Medium,None,110933,No
C004212,V00245,L0104,S003,Assault,2024-08-20,Afternoon,Low,None,466901,No
C004213,V03375,L0249,S057,Cyber Crime,2023-05-22,Night,Medium,None,476994,No
C004214,V03804,L0195,S006,Theft,2023-02-19,Morning,High,None,30432,No
C004215,V00972,L0204,S006,Fraud,2025-09-16,Night,Low,None,26404,Yes
C004216,V00185,L0267,S041,Cyber Crime,2025-04-07,Afternoon,Medium,None,321872,Yes
C004217,V03181,L0190,S063,Fraud,2024-08-31,Morning,Medium,None,139378,Yes
C004218,V02177,L0004,S045,Robbery,2023-02-27,Evening,Medium,None,14309,Yes
C004219,V00024,L0053,S035,Theft,2023-04-21,Afternoon,Low,Gun,420476,Yes
C004220,V00137,L0046,S049,Robbery,2024-12-07,Evening,Low,None,432387,No
C004221,V00981,L0120,S012,Kidnapping,2023-08-20,Morning,Medium,Knife,230739,No
C004222,V01400,L0168,S056,Theft,2023-03-25,Night,Medium,Knife,55281,No
C004223,V00595,L0257,S003,Kidnapping,2024-08-25,Afternoon,Low,Gun,301092,Yes
C004224,V02178,L0208,S012,Robbery,2025-06-13,Afternoon,Low,Gun,5101,No
C004225,V01572,L0087,S073,Cyber Crime,2025-02-13,Morning,Low,None,38973,No
C004226,V02861,L0225,S020,Cyber Crime,2024-06-12,Afternoon,Medium,Knife,339976,Yes
C004227,V03690,L0042,S030,Robbery,2023-02-24,Afternoon,Low,None,197052,Yes
C004228,V02328,L0109,S010,Burglary,2024-08-03,Morning,Low,None,360870,Yes
C004229,V00414,L0056,S022,Assault,2025-04-06,Morning,High,Knife,209008,No
C004230,V02067,L0198,S052,Burglary,2024-02-10,Night,Low,Stick,220393,Yes
C004231,V00724,L0158,S008,Fraud,2023-08-21,Evening,Medium,Gun,375630,Yes
C004232,V03144,L0212,S026,Kidnapping,2025-03-12,Evening,Low,None,188510,Yes
C004233,V02580,L0251,S058,Kidnapping,2023-02-08,Evening,Medium,Gun,385039,Yes
C004234,V01605,L0090,S032,Burglary,2025-12-12,Morning,Low,Stick,308056,Yes
C004235,V03221,L0225,S047,Cyber Crime,2023-03-08,Morning,High,None,263007,Yes
C004236,V00096,L0059,S060,Burglary,2024-01-18,Night,High,Gun,383337,Yes
C004237,V02842,L0016,S024,Cyber Crime,2024-12-22,Night,Medium,Knife,177105,Yes
C004238,V02918,L0073,S005,Assault,2024-01-05,Night,Low,None,54676,No
C004239,V01195,L0077,S026,Kidnapping,2024-06-05,Morning,Medium,Gun,126341,Yes
C004240,V01128,L0238,S027,Burglary,2025-12-31,Afternoon,Low,None,35000,Yes
C004241,V02113,L0037,S006,Cyber Crime,2025-05-16,Morning,Medium,Gun,365209,No
C004242,V02915,L0283,S061,Theft,2024-01-29,Evening,Low,None,101619,Yes
C004243,V01872,L0039,S047,Fraud,2024-02-24,Night,Low,None,397857,No
C004244,V02751,L0155,S060,Cyber Crime,2023-10-16,Afternoon,Medium,None,112142,Yes
C004245,V02110,L0012,S020,Fraud,2024-10-13,Morning,Medium,Knife,247119,Yes
C004246,V03950,L0246,S012,Cyber Crime,2023-05-09,Morning,Medium,None,410395,Yes
C004247,V01708,L0196,S069,Cyber Crime,2025-02-22,Night,Medium,Knife,482222,No
C004248,V00301,L0072,S056,Cyber Crime,2025-08-24,Morning,Medium,Gun,306986,Yes
C004249,V01989,L0153,S046,Assault,2025-06-16,Afternoon,Medium,None,360027,Yes
C004250,V00107,L0150,S065,Robbery,2024-11-25,Evening,Medium,None,215285,No
C004251,V02498,L0098,S025,Assault,2024-08-30,Afternoon,Low,None,472336,Yes
C004252,V00624,L0243,S069,Theft,2024-08-25,Evening,Low,None,138788,Yes
C004253,V02458,L0072,S049,Kidnapping,2023-01-14,Evening,High,Knife,321636,No
C004254,V02873,L0240,S050,Burglary,2023-10-23,Evening,Medium,Knife,21248,Yes
C004255,V02024,L0079,S048,Fraud,2023-07-20,Night,High,Knife,497604,Yes
C004256,V00629,L0097,S071,Burglary,2024-06-27,Afternoon,Medium,Knife,116669,No
C004257,V00552,L0168,S042,Assault,2023-12-26,Morning,Medium,Knife,438244,Yes
C004258,V00135,L0156,S067,Burglary,2024-05-16,Morning,Low,Stick,83697,Yes
C004259,V00650,L0145,S022,Cyber Crime,2023-02-28,Night,Medium,None,307836,No
C004260,V01234,L0093,S022,Theft,2024-06-08,Morning,Medium,Knife,33507,No
C004261,V00734,L0002,S059,Robbery,2023-05-10,Morning,Low,None,72667,Yes
C004262,V02078,L0179,S031,Kidnapping,2023-09-21,Afternoon,Low,Knife,148360,Yes
C004263,V03680,L0230,S039,Robbery,2025-08-13,Evening,Low,Gun,380940,Yes
C004264,V01548,L0102,S019,Burglary,2024-05-29,Afternoon,Medium,Knife,494698,Yes
C004265,V03332,L0175,S055,Theft,2025-02-13,Evening,Low,None,251116,Yes
C004266,V01809,L0017,S035,Burglary,2024-12-18,Night,Medium,Stick,12087,No
C004267,V00765,L0027,S058,Theft,2025-08-03,Afternoon,Medium,None,409192,No
C004268,V00195,L0260,S053,Burglary,2025-01-14,Morning,Low,None,192939,Yes
C004269,V03501,L0286,S021,Robbery,2024-05-15,Night,Medium,Knife,91712,Yes
C004270,V00859,L0289,S045,Burglary,2025-05-13,Morning,Low,Gun,441108,No
C004271,V03742,L0087,S003,Assault,2025-05-29,Morning,Medium,Knife,214535,Yes
C004272,V00227,L0131,S013,Assault,2024-02-19,Afternoon,Medium,None,391684,No
C004273,V00833,L0276,S071,Kidnapping,2024-03-24,Afternoon,Low,None,48707,Yes
C004274,V02924,L0095,S064,Kidnapping,2023-12-04,Night,Low,Stick,279969,Yes
C004275,V03526,L0130,S013,Fraud,2024-11-11,Evening,Medium,None,58493,No
C004276,V00779,L0091,S047,Assault,2024-04-01,Night,Low,None,341059,No
C004277,V02780,L0167,S032,Fraud,2025-09-20,Night,Low,Stick,284263,Yes
C004278,V00146,L0091,S017,Cyber Crime,2023-12-18,Night,High,None,27716,No
C004279,V03631,L0145,S068,Robbery,2024-01-02,Night,Low,None,253546,No
C004280,V01315,L0023,S005,Cyber Crime,2024-07-29,Morning,Medium,None,190086,Yes
C004281,V01989,L0295,S013,Assault,2023-07-22,Night,High,Stick,24365,Yes
C004282,V03126,L0002,S070,Theft,2025-04-04,Night,Medium,Gun,55329,Yes
C004283,V02047,L0255,S069,Cyber Crime,2025-09-04,Evening,High,None,226087,Yes
C004284,V01017,L0025,S061,Fraud,2023-08-26,Night,Medium,None,104368,No
C004285,V03281,L0181,S039,Theft,2024-05-29,Night,Medium,Knife,474967,No
C004286,V03373,L0013,S061,Kidnapping,2023-01-31,Evening,High,Knife,94896,Yes
C004287,V02785,L0172,S060,Theft,2025-01-16,Night,Low,None,69203,Yes
C004288,V00832,L0203,S008,Cyber Crime,2025-02-28,Morning,Medium,None,301821,No
C004289,V01020,L0250,S064,Cyber Crime,2024-02-10,Morning,Medium,Gun,252820,Yes
C004290,V02167,L0194,S016,Burglary,2025-05-02,Evening,High,None,361546,Yes
C004291,V02760,L0004,S058,Fraud,2024-02-16,Afternoon,Medium,Gun,394425,Yes
C004292,V03775,L0100,S075,Cyber Crime,2023-07-19,Evening,High,None,464367,Yes
C004293,V02426,L0067,S057,Robbery,2025-10-13,Morning,Low,None,498940,Yes
C004294,V03404,L0160,S007,Fraud,2025-04-05,Night,Medium,Gun,268763,No
C004295,V02208,L0109,S059,Theft,2025-05-09,Morning,Medium,None,230634,Yes
C004296,V03085,L0201,S015,Robbery,2023-11-01,Night,Medium,Gun,27716,Yes
C004297,V01472,L0212,S069,Cyber Crime,2025-08-11,Afternoon,Low,None,400677,Yes
C004298,V02241,L0274,S070,Robbery,2025-11-10,Morning,Medium,None,37956,Yes
C004299,V00324,L0110,S024,Burglary,2024-07-11,Night,Medium,None,486374,Yes
C004300,V00593,L0008,S045,Cyber Crime,2025-05-30,Evening,Medium,None,82711,Yes
C004301,V01295,L0025,S016,Fraud,2024-04-22,Afternoon,Medium,Knife,261138,No
C004302,V01878,L0242,S057,Fraud,2025-04-09,Evening,Medium,None,105793,No
C004303,V02705,L0094,S012,Burglary,2023-09-12,Evening,Medium,Gun,459479,No
C004304,V03488,L0222,S049,Fraud,2024-12-04,Morning,Medium,None,492068,No
C004305,V01748,L0256,S075,Theft,2024-09-23,Morning,High,None,370055,Yes
C004306,V02505,L0027,S035,Burglary,2025-01-10,Afternoon,Medium,None,362155,No
C004307,V00809,L0040,S071,Theft,2023-08-02,Afternoon,Medium,None,315473,No
C004308,V01160,L0271,S065,Cyber Crime,2025-07-29,Night,Medium,None,101711,No
C004309,V01639,L0218,S029,Kidnapping,2023-05-26,Evening,High,Gun,90621,Yes
C004310,V03339,L0291,S030,Assault,2023-01-24,Night,Medium,None,411461,Yes
C004311,V01292,L0067,S064,Assault,2023-04-23,Evening,Low,Knife,484563,No
C004312,V01561,L0131,S048,Burglary,2023-10-28,Evening,Low,None,229025,Yes
C004313,V02063,L0264,S046,Fraud,2023-12-27,Evening,Low,None,191530,Yes
C004314,V03436,L0013,S031,Cyber Crime,2024-09-09,Evening,High,Stick,121379,Yes
C004315,V00034,L0162,S010,Kidnapping,2024-09-03,Morning,High,None,253231,Yes
C004316,V02292,L0237,S044,Fraud,2023-05-14,Afternoon,Low,Stick,210151,Yes
C004317,V03155,L0053,S048,Burglary,2023-11-21,Morning,High,Gun,51795,No
C004318,V01313,L0281,S066,Fraud,2023-05-07,Morning,Low,None,39618,No
C004319,V03519,L0211,S025,Fraud,2025-07-09,Evening,Low,None,112815,No
C004320,V03138,L0088,S021,Burglary,2023-04-18,Morning,Medium,Knife,259594,No
C004321,V02836,L0117,S049,Kidnapping,2025-11-06,Evening,Low,Knife,389682,No
C004322,V03719,L0011,S006,Burglary,2024-05-30,Afternoon,High,None,44346,Yes
C004323,V02520,L0186,S065,Robbery,2024-08-30,Morning,Low,None,381299,Yes
C004324,V03718,L0243,S056,Burglary,2023-08-16,Evening,Low,None,407084,Yes
C004325,V01730,L0216,S012,Cyber Crime,2025-08-03,Evening,Low,Knife,463684,No
C004326,V00736,L0140,S014,Theft,2023-03-06,Morning,High,Stick,433998,No
C004327,V03716,L0252,S014,Robbery,2024-03-01,Afternoon,Low,None,417657,Yes
C004328,V01199,L0150,S061,Robbery,2025-10-14,Morning,Medium,None,325801,Yes
C004329,V02372,L0201,S050,Fraud,2023-06-12,Night,Medium,None,413871,Yes
C004330,V01917,L0115,S028,Cyber Crime,2024-07-09,Afternoon,High,Stick,443322,Yes
C004331,V02823,L0032,S075,Kidnapping,2024-05-26,Afternoon,Medium,Stick,358743,No
C004332,V02751,L0134,S074,Robbery,2025-08-07,Evening,Medium,None,14754,Yes
C004333,V01725,L0138,S070,Cyber Crime,2024-02-11,Morning,Low,Knife,156183,Yes
C004334,V02956,L0208,S005,Theft,2025-10-29,Evening,Low,Stick,356607,No
C004335,V00388,L0250,S028,Assault,2023-08-21,Evening,Medium,None,149516,Yes
C004336,V03703,L0241,S015,Assault,2024-06-14,Night,Medium,Knife,282598,Yes
C004337,V00831,L0052,S059,Burglary,2025-05-23,Night,High,Knife,266908,Yes
C004338,V01569,L0088,S020,Kidnapping,2023-07-18,Night,Low,Knife,50039,Yes
C004339,V01254,L0239,S061,Kidnapping,2023-08-08,Evening,Medium,None,358817,No
C004340,V01230,L0001,S040,Robbery,2023-06-09,Night,Low,None,244086,No
C004341,V00271,L0062,S011,Kidnapping,2024-09-25,Afternoon,Medium,Knife,103710,Yes
C004342,V01668,L0215,S021,Cyber Crime,2024-01-04,Morning,High,None,442428,Yes
C004343,V03198,L0046,S009,Fraud,2024-01-24,Afternoon,Low,None,153491,Yes
C004344,V03432,L0053,S055,Burglary,2023-10-29,Evening,Low,None,142687,Yes
C004345,V00724,L0147,S075,Burglary,2023-10-11,Afternoon,Medium,None,110423,No
C004346,V00916,L0236,S053,Robbery,2023-08-22,Night,Low,Knife,307453,Yes
C004347,V03239,L0185,S055,Burglary,2023-01-05,Afternoon,Low,None,283178,Yes
C004348,V01621,L0266,S068,Theft,2024-06-03,Night,Low,None,311204,Yes
C004349,V02995,L0095,S074,Burglary,2025-03-26,Night,Medium,None,179632,No
C004350,V03520,L0132,S022,Assault,2023-08-27,Afternoon,Low,Knife,280791,No
C004351,V02860,L0299,S048,Burglary,2025-08-23,Afternoon,High,Knife,130736,No
C004352,V01437,L0050,S054,Robbery,2025-12-16,Evening,Low,Knife,202862,Yes
C004353,V00382,L0046,S071,Cyber Crime,2025-11-20,Evening,Low,Gun,55625,Yes
C004354,V02184,L0298,S026,Fraud,2025-09-28,Morning,High,Gun,81690,Yes
C004355,V03192,L0088,S075,Fraud,2023-10-19,Afternoon,Medium,Knife,185352,No
C004356,V00471,L0108,S036,Kidnapping,2024-11-25,Morning,Medium,Knife,391609,No
C004357,V01819,L0209,S042,Theft,2025-09-01,Night,Medium,Knife,27454,Yes
C004358,V03577,L0128,S049,Theft,2024-04-21,Morning,Medium,Gun,20555,No
C004359,V00158,L0013,S023,Fraud,2025-01-06,Evening,Medium,None,361558,No
C004360,V01269,L0169,S009,Robbery,2023-08-29,Evening,Medium,Gun,337566,Yes
C004361,V03573,L0019,S008,Kidnapping,2023-07-30,Afternoon,Low,None,157257,No
C004362,V03361,L0091,S047,Robbery,2025-10-07,Morning,Low,None,101381,Yes
C004363,V00269,L0255,S023,Cyber Crime,2025-12-05,Afternoon,High,Knife,35609,Yes
C004364,V00352,L0057,S023,Assault,2024-05-31,Evening,Medium,Knife,348766,Yes
C004365,V02073,L0078,S009,Fraud,2025-12-27,Evening,Medium,Stick,406529,No
C004366,V02661,L0235,S075,Burglary,2023-02-01,Evening,Medium,None,92883,Yes
C004367,V03437,L0096,S068,Burglary,2023-11-28,Night,Medium,None,139311,Yes
C004368,V03575,L0183,S008,Kidnapping,2025-07-01,Afternoon,Medium,Knife,296030,No
C004369,V02273,L0120,S021,Fraud,2023-12-16,Night,Medium,None,158795,Yes
C004370,V01097,L0174,S040,Fraud,2024-10-09,Night,Low,Gun,5321,Yes
C004371,V03176,L0298,S027,Theft,2024-05-16,Afternoon,Low,Knife,452676,Yes
C004372,V01442,L0035,S023,Robbery,2025-09-28,Evening,Medium,None,289675,No
C004373,V00387,L0128,S040,Burglary,2025-08-18,Morning,Medium,None,65833,Yes
C004374,V00275,L0274,S058,Kidnapping,2024-11-27,Morning,High,None,262757,No
C004375,V02901,L0299,S058,Fraud,2024-10-29,Afternoon,Medium,None,16171,Yes
C004376,V03858,L0264,S006,Burglary,2024-02-14,Morning,Medium,None,439663,Yes
C004377,V01464,L0110,S050,Theft,2023-04-17,Night,Low,Knife,498003,No
C004378,V03276,L0192,S003,Assault,2024-03-14,Morning,Low,None,127420,Yes
C004379,V01635,L0135,S021,Robbery,2023-11-20,Night,High,Stick,114929,Yes
C004380,V01937,L0202,S069,Assault,2025-09-18,Afternoon,Medium,None,436272,No
C004381,V02808,L0206,S022,Robbery,2024-08-25,Afternoon,Medium,None,52426,Yes
C004382,V03221,L0260,S065,Robbery,2025-01-01,Afternoon,Low,Stick,436571,Yes
C004383,V03722,L0047,S013,Fraud,2024-02-09,Evening,Medium,Knife,476870,Yes
C004384,V01789,L0178,S057,Theft,2025-01-09,Night,Low,None,303784,No
