case_id,crime_id,case_status,investigation_days,fine_amount,court_status,case_priority
CASE003965,C003965,Solved,103,26475,Ongoing,Low
CASE003966,C003966,Pending,133,67201,Ongoing,High
CASE003967,C003967,Pending,263,8270,Closed,High
CASE003968,C003968,Pending,211,85376,Ongoing,Low
CASE003969,C003969,Pending,69,83188,Ongoing,High
CASE003970,C003970,Solved,257,92931,Hearing,Medium
CASE003971,C003971,Solved,28,63891,Ongoing,Low
CASE003972,C003972,Solved,332,65221,Ongoing,Medium
CASE003973,C003973,Solved,172,18449,Ongoing,Medium
CASE003974,C003974,Solved,54,34922,Hearing,High
CASE003975,C003975,Under Investigation,243,37716,Hearing,Low
CASE003976,C003976,Solved,50,94317,Ongoing,Medium
CASE003977,C003977,Solved,317,56281,Ongoing,Medium
CASE003978,C003978,Solved,185,39850,Hearing,Low
CASE003979,C003979,Solved,78,15810,Ongoing,Low
CASE003980,C003980,Solved,38,11495,Hearing,Medium
CASE003981,C003981,Solved,256,10022,Ongoing,High
CASE003982,C003982,Solved,226,78326,Closed,High
CASE003983,C003983,Pending,307,63467,Hearing,Medium
CASE003984,C003984,Pending,284,59083,Closed,High
CASE003985,C003985,Under Investigation,177,89352,Hearing,High
CASE003986,C003986,Under Investigation,331,35268,Hearing,Medium
CASE003987,C003987,Solved,192,53828,Hearing,Medium
CASE003988,C003988,Solved,56,47498,Closed,High
CASE003989,C003989,Solved,97,96673,Closed,High
CASE003990,C003990,Solved,24,99291,Closed,High
CASE003991,C003991,Solved,350,86506,Ongoing,Medium
CASE003992,C003992,Solved,363,39794,Hearing,High
CASE003993,C003993,Solved,77,17912,Ongoing,Low
CASE003994,C003994,Solved,289,24408,Ongoing,Low
CASE003995,C003995,Pending,197,45370,Closed,High
CASE003996,C003996,Pending,244,24301,Hearing,Medium
CASE003997,C003997,Solved,81,27551,Hearing,High
CASE003998,C003998,Pending,268,72911,Closed,Medium
CASE003999,C003999,Solved,212,46439,Closed,Medium
CASE004000,C004000,Pending,34,40960,Ongoing,Medium
CASE004001,C004001,Solved,198,9120,Ongoing,Low
CASE004002,C004002,Solved,224,51747,Ongoing,Low
CASE004003,C004003,Pending,154,50388,Hearing,Low
CASE004004,C004004,Solved,282,13000,Hearing,High
CASE004005,C004005,Solved,71,4011,Ongoing,Low
CASE004006,C004006,Solved,268,45320,Closed,High
CASE004007,C004007,Solved,250,27582,Hearing,High
CASE004008,C004008,Solved,61,83083,Closed,Low
CASE004009,C004009,Solved,278,16291,Ongoing,Medium
CASE004010,C004010,Solved,115,67551,Hearing,Low
CASE004011,C004011,Solved,183,40991,Ongoing,High
CASE004012,C004012,Solved,123,73779,Ongoing,Low
CASE004013,C004013,Solved,173,73015,Closed,Medium
CASE004014,C004014,Solved,303,66087,Hearing,Medium
CASE004015,C004015,Under Investigation,165,1915,Closed,High
CASE004016,C004016,Solved,267,96592,Hearing,Medium
CASE004017,C004017,Solved,190,47103,Ongoing,High
CASE004018,C004018,Solved,116,79737,Closed,Medium
CASE004019,C004019,Under Investigation,259,5315,Ongoing,Medium
CASE004020,C004020,Solved,110,36680,Ongoing,Low
CASE004021,C004021,Solved,28,92045,Closed,Medium
CASE004022,C004022,Solved,308,43540,Closed,Low
CASE004023,C004023,Solved,58,82536,Closed,Low
CASE004024,C004024,Solved,332,9876,Ongoing,High
CASE004025,C004025,Pending,303,35738,Ongoing,Medium
CASE004026,C004026,Solved,358,5424,Hearing,High
CASE004027,C004027,Pending,350,35675,Hearing,Medium
CASE004028,C004028,Pending,61,79453,Hearing,High
CASE004029,C004029,Solved,140,77853,Closed,Medium
CASE004030,C004030,Solved,151,68326,Closed,High
CASE004031,C004031,Under Investigation,289,50958,Ongoing,Low
CASE004032,C004032,Solved,87,42334,Ongoing,Medium
CASE004033,C004033,Pending,315,45689,Closed,Medium
CASE004034,C004034,Pending,29,78027,Ongoing,Medium
CASE004035,C004035,Solved,29,84706,Hearing,Low
CASE004036,C004036,Solved,185,72523,Hearing,High
CASE004037,C004037,Pending,291,57379,Ongoing,Medium
CASE004038,C004038,Solved,255,95985,Closed,Low
CASE004039,C004039,Under Investigation,192,60626,Hearing,Medium
CASE004040,C004040,Pending,232,25143,Closed,High
CASE004041,C004041,Pending,287,72744,Ongoing,High
CASE004042,C004042,Solved,285,62636,Closed,Medium
CASE004043,C004043,Solved,235,92279,Closed,High
CASE004044,C004044,Solved,95,5566,Hearing,Low
CASE004045,C004045,Under Investigation,302,9417,Hearing,Medium
CASE004046,C004046,Solved,72,85502,Closed,High
CASE004047,C004047,Under Investigation,211,11399,Closed,Low
CASE004048,C004048,Solved,13,62886,Hearing,Low
CASE004049,C004049,Solved,118,63552,Closed,Low
CASE004050,C004050,Solved,337,24139,Closed,Low
CASE004051,C004051,Solved,218,64799,Closed,Low
CASE004052,C004052,Solved,193,43455,Hearing,Medium
CASE004053,C004053,Pending,286,72686,Closed,Medium
CASE004054,C004054,Pending,313,4051,Hearing,Low
CASE004055,C004055,Solved,75,90821,Hearing,Low
CASE004056,C004056,Solved,282,87388,Hearing,High
CASE004057,C004057,Solved,107,88127,Closed,Medium
CASE004058,C004058,Solved,326,64576,Closed,High
CASE004059,C004059,Solved,147,23486,Hearing,Medium
CASE004060,C004060,Solved,349,5715,Hearing,High
CASE004061,C004061,Solved,61,6309,Ongoing,Medium
CASE004062,C004062,Solved,50,43482,Closed,High
CASE004063,C004063,Solved,125,85603,Ongoing,Low
CASE004064,C004064,Solved,301,81665,Ongoing,High
CASE004065,C004065,Solved,123,27474,Closed,Medium
CASE004066,C004066,Solved,111,84866,Closed,Low
CASE004067,C004067,Solved,244,1748,Ongoing,Medium
CASE004068,C004068,Solved,46,83353,Closed,High
CASE004069,C004069,Solved,147,69948,Ongoing,Medium
CASE004070,C004070,Solved,114,41615,Hearing,High
CASE004071,C004071,Solved,229,89691,Ongoing,High
CASE004072,C004072,Under Investigation,176,13576,Hearing,Medium
CASE004073,C004073,Under Investigation,8,7566,Ongoing,Medium
CASE004074,C004074,Solved,79,47246,Ongoing,High
CASE004075,C004075,Under Investigation,40,7806,Ongoing,Medium
CASE004076,C004076,Pending,190,54654,Closed,Medium
CASE004077,C004077,Solved,172,4500,Hearing,High
CASE004078,C004078,Under Investigation,327,70392,Hearing,Low
CASE004079,C004079,Solved,37,14604,Closed,Low
CASE004080,C004080,Solved,225,87107,Closed,High
CASE004081,C004081,Solved,92,12642,Ongoing,Low
CASE004082,C004082,Solved,85,21754,Ongoing,Low
CASE004083,C004083,Solved,50,79747,Ongoing,High
CASE004084,C004084,Solved,299,89921,Hearing,Low
CASE004085,C004085,Solved,139,16564,Closed,High
CASE004086,C004086,Under Investigation,74,10419,Ongoing,Low
CASE004087,C004087,Solved,276,8548,Closed,Low
CASE004088,C004088,Pending,214,58871,Ongoing,Low
CASE004089,C004089,Pending,52,36979,Ongoing,Medium
CASE004090,C004090,Solved,207,20205,Hearing,Medium
CASE004091,C004091,Under Investigation,268,66189,Closed,High
CASE004092,C004092,Solved,54,96952,Ongoing,Medium
CASE004093,C004093,Solved,57,63419,Hearing,High
CASE004094,C004094,Solved,251,85441,Hearing,Medium
CASE004095,C004095,Solved,102,30620,Hearing,High
CASE004096,C004096,Pending,20,22931,Ongoing,Low
CASE004097,C004097,Solved,30,66429,Closed,High
CASE004098,C004098,Solved,112,54966,Ongoing,High
CASE004099,C004099,Solved,153,61691,Hearing,Low
CASE004100,C004100,Solved,269,65238,Closed,Medium
CASE004101,C004101,Solved,316,37348,Ongoing,Medium
CASE004102,C004102,Pending,232,89839,Hearing,Medium
CASE004103,C004103,Solved,314,89202,Closed,Medium
CASE004104,C004104,Solved,219,83549,Hearing,Medium
CASE004105,C004105,Solved,9,82036,Closed,Medium
CASE004106,C004106,Solved,326,36229,Closed,High
CASE004107,C004107,Solved,196,50288,Ongoing,Medium
CASE004108,C004108,Under Investigation,102,58175,Closed,High
CASE004109,C004109,Solved,114,10322,Closed,High
CASE004110,C004110,Solved,51,31945,Closed,Medium
CASE004111,C004111,Under Investigation,336,78108,Closed,Low
CASE004112,C004112,Pending,230,24571,Hearing,Low
CASE004113,C004113,Solved,219,75163,Ongoing,Medium
CASE004114,C004114,Solved,306,37923,Ongoing,Low
CASE004115,C004115,Solved,33,5862,Ongoing,Low
CASE004116,C004116,Under Investigation,328,24228,Closed,Low
CASE004117,C004117,Pending,202,9106,Hearing,High
CASE004118,C004118,Solved,224,85137,Closed,Medium
CASE004119,C004119,Pending,249,60986,Closed,High
CASE004120,C004120,Solved,69,18726,Hearing,Low
CASE004121,C004121,Pending,145,49190,Ongoing,High
CASE004122,C004122,Solved,241,83299,Closed,High
CASE004123,C004123,Solved,354,37018,Closed,High
CASE004124,C004124,Pending,66,90713,Ongoing,Low
CASE004125,C004125,Pending,221,1049,Ongoing,Medium
CASE004126,C004126,Pending,102,32554,Ongoing,Low
CASE004127,C004127,Pending,12,38056,Hearing,Low
CASE004128,C004128,Solved,17,58473,Hearing,Medium
CASE004129,C004129,Solved,267,43661,Hearing,Medium
CASE004130,C004130,Under Investigation,132,65970,Hearing,Medium
CASE004131,C004131,Under Investigation,236,26129,Closed,Medium
CASE004132,C004132,Under Investigation,325,7578,Hearing,Medium
CASE004133,C004133,Pending,334,49333,Closed,High
CASE004134,C004134,Pending,263,50028,Ongoing,Low
CASE004135,C004135,Solved,226,76966,Hearing,Medium
CASE004136,C004136,Solved,128,29738,Hearing,Low
CASE004137,C004137,Solved,214,25450,Ongoing,Medium
CASE004138,C004138,Solved,186,92077,Closed,Medium
CASE004139,C004139,Under Investigation,109,33634,Ongoing,Low
CASE004140,C004140,Solved,11,53598,Closed,Low
CASE004141,C004141,Pending,191,18617,Ongoing,High
CASE004142,C004142,Solved,72,4098,Hearing,Low
CASE004143,C004143,Solved,131,85522,Closed,High
CASE004144,C004144,Pending,335,95969,Ongoing,Low
CASE004145,C004145,Solved,34,30706,Hearing,Medium
CASE004146,C004146,Pending,18,96501,Ongoing,Medium
CASE004147,C004147,Solved,311,5236,Closed,Medium
CASE004148,C004148,Solved,229,24245,Ongoing,Medium
CASE004149,C004149,Solved,255,36665,Ongoing,High
CASE004150,C004150,Solved,18,83480,Ongoing,Medium
CASE004151,C004151,Solved,119,16519,Closed,High
CASE004152,C004152,Solved,264,33987,Closed,Low
CASE004153,C004153,Under Investigation,160,36220,Hearing,Medium
CASE004154,C004154,Solved,331,23455,Hearing,Low
CASE004155,C004155,Pending,49,31228,Closed,Medium
CASE004156,C004156,Under Investigation,342,32359,Closed,High
CASE004157,C004157,Under Investigation,242,17399,Closed,Medium
CASE004158,C004158,Solved,62,53296,Ongoing,High
CASE004159,C004159,Pending,220,80887,Ongoing,High
CASE004160,C004160,Solved,241,22849,Ongoing,Low
CASE004161,C004161,Solved,324,22981,Hearing,High
CASE004162,C004162,Solved,211,82077,Closed,High
CASE004163,C004163,Solved,20,71040,Ongoing,Low
CASE004164,C004164,Under Investigation,182,43773,Closed,Low
CASE004165,C004165,Pending,316,43739,Hearing,Low
CASE004166,C004166,Pending,221,79880,Hearing,Medium
CASE004167,C004167,Pending,210,88588,Ongoing,Medium
CASE004168,C004168,Pending,327,19180,Hearing,Low
CASE004169,C004169,Solved,81,13420,Ongoing,Medium
CASE004170,C004170,Under Investigation,241,62729,Ongoing,High
CASE004171,C004171,Solved,307,75981,Ongoing,High
CASE004172,C004172,Solved,15,10615,Closed,Medium
CASE004173,C004173,Solved,193,84065,Ongoing,Medium
CASE004174,C004174,Solved,5,28960,Hearing,Medium
CASE004175,C004175,Solved,157,53426,Closed,Low
CASE004176,C004176,Pending,308,77663,Ongoing,Medium
CASE004177,C004177,Pending,72,82745,Hearing,High
CASE004178,C004178,Solved,84,50344,Ongoing,Medium
CASE004179,C004179,Solved,96,40928,Ongoing,Medium
CASE004180,C004180,Pending,196,61922,Hearing,High
CASE004181,C004181,Solved,209,41406,Ongoing,Medium
CASE004182,C004182,Solved,331,96411,Ongoing,Medium
CASE004183,C004183,Solved,191,85988,Ongoing,High
CASE004184,C004184,Pending,106,22153,Closed,Low
CASE004185,C004185,Solved,357,90526,Hearing,Medium
CASE004186,C004186,Solved,363,20911,Ongoing,Low
CASE004187,C004187,Solved,325,4168,Closed,Medium
CASE004188,C004188,Pending,93,7450,Closed,Medium
CASE004189,C004189,Solved,31,67397,Closed,High
CASE004190,C004190,Solved,151,58202,Closed,High
CASE004191,C004191,Solved,94,17279,Closed,Medium
CASE004192,C004192,Solved,356,39334,Ongoing,High
CASE004193,C004193,Pending,220,96237,Ongoing,Low
CASE004194,C004194,Solved,63,47768,Ongoing,Medium
CASE004195,C004195,Solved,234,3661,Ongoing,High
CASE004196,C004196,Under Investigation,224,40211,Hearing,Low
CASE004197,C004197,Solved,349,39035,Hearing,Low
CASE004198,C004198,Solved,143,22800,Closed,High
CASE004199,C004199,Pending,90,9323,Closed,Medium
CASE004200,C004200,Solved,229,1572,Closed,High
CASE004201,C004201,Solved,138,44155,Ongoing,Medium
CASE004202,C004202,Solved,341,75048,Closed,Low
CASE004203,C004203,Solved,139,88405,Hearing,High
CASE004204,C004204,Solved,67,97272,Closed,Low
CASE004205,C004205,Solved,21,59130,Closed,Low
CASE004206,C004206,Solved,254,42829,Hearing,High
CASE004207,C004207,Solved,163,56573,Hearing,Low
CASE004208,C004208,Solved,14,88397,Ongoing,Medium
CASE004209,C004209,Solved,205,87903,Hearing,Medium
CASE004210,C004210,Under Investigation,223,45277,Hearing,High
CASE004211,C004211,Solved,16,49072,Closed,Low
CASE004212,C004212,Solved,52,73590,Hearing,Low
CASE004213,C004213,Solved,69,98517,Closed,Medium
CASE004214,C004214,Pending,149,55779,Closed,Medium
CASE004215,C004215,Solved,132,49769,Hearing,Low
CASE004216,C004216,Under Investigation,134,39156,Closed,Low
CASE004217,C004217,Pending,335,28621,Hearing,Low
CASE004218,C004218,Solved,190,83267,Closed,High
CASE004219,C004219,Solved,141,71268,Closed,High
CASE004220,C004220,Pending,260,67458,Ongoing,Medium
CASE004221,C004221,Solved,276,12953,Hearing,Low
CASE004222,C004222,Solved,6,94387,Closed,Medium
CASE004223,C004223,Solved,128,12334,Ongoing,Low
CASE004224,C004224,Solved,199,39232,Ongoing,Medium
CASE004225,C004225,Under Investigation,65,16712,Ongoing,High
CASE004226,C004226,Solved,178,33404,Closed,Medium
CASE004227,C004227,Solved,81,23010,Hearing,Low
CASE004228,C004228,Solved,150,73258,Ongoing,Low
CASE004229,C004229,Solved,211,61325,Ongoing,High
CASE004230,C004230,Under Investigation,45,25751,Ongoing,Low
CASE004231,C004231,Solved,145,4509,Ongoing,High
CASE004232,C004232,Solved,224,64163,Ongoing,Medium
CASE004233,C004233,Solved,100,40047,Closed,High
CASE004234,C004234,Pending,336,63394,Hearing,Low
CASE004235,C004235,Solved,116,54872,Hearing,High
CASE004236,C004236,Pending,115,73648,Closed,Medium
CASE004237,C004237,Solved,339,31795,Ongoing,Medium
CASE004238,C004238,Solved,177,60034,Hearing,High
CASE004239,C004239,Solved,126,75680,Ongoing,Medium
CASE004240,C004240,Solved,175,63804,Closed,Medium
CASE004241,C004241,Solved,71,40480,Closed,Low
CASE004242,C004242,Pending,47,83849,Hearing,High
CASE004243,C004243,Solved,116,43387,Closed,Low
CASE004244,C004244,Solved,69,14267,Closed,High
CASE004245,C004245,Solved,50,8021,Ongoing,High
CASE004246,C004246,Under Investigation,58,96477,Ongoing,Low
CASE004247,C004247,Solved,153,62741,Closed,High
CASE004248,C004248,Solved,45,77588,Closed,Medium
CASE004249,C004249,Solved,360,89861,Closed,Low
CASE004250,C004250,Solved,214,48479,Closed,Medium
CASE004251,C004251,Solved,66,77486,Ongoing,Medium
CASE004252,C004252,Solved,320,44709,Ongoing,Low
CASE004253,C004253,Solved,189,37924,Hearing,High
CASE004254,C004254,Pending,50,32768,Hearing,Medium
CASE004255,C004255,Solved,211,31544,Closed,Low
CASE004256,C004256,Solved,114,53098,Closed,Medium
CASE004257,C004257,Solved,40,73886,Hearing,High
CASE004258,C004258,Solved,109,44836,Hearing,Low
CASE004259,C004259,Solved,96,2688,Ongoing,Medium
CASE004260,C004260,Solved,227,78668,Closed,High
CASE004261,C004261,Solved,363,57748,Hearing,High
CASE004262,C004262,Solved,78,95840,Ongoing,Low
CASE004263,C004263,Solved,116,2989,Ongoing,Low
CASE004264,C004264,Solved,67,81739,Closed,Medium
CASE004265,C004265,Solved,22,66370,Closed,High
CASE004266,C004266,Solved,242,45676,Ongoing,Medium
CASE004267,C004267,Under Investigation,22,97788,Closed,Medium
CASE004268,C004268,Pending,79,64541,Closed,High
CASE004269,C004269,Solved,18,32643,Ongoing,Low
CASE004270,C004270,Solved,58,43418,Hearing,High
CASE004271,C004271,Pending,87,72676,Ongoing,Low
CASE004272,C004272,Solved,163,77301,Closed,Medium
CASE004273,C004273,Solved,339,11383,Closed,Low
CASE004274,C004274,Solved,267,37906,Ongoing,Medium
CASE004275,C004275,Solved,123,77233,Closed,High
CASE004276,C004276,Pending,203,69568,Hearing,Low
CASE004277,C004277,Under Investigation,174,73733,Hearing,Low
CASE004278,C004278,Pending,292,53903,Hearing,Medium
CASE004279,C004279,Solved,130,77181,Ongoing,Medium
CASE004280,C004280,Solved,211,80351,Closed,Medium
CASE004281,C004281,Under Investigation,199,44341,Ongoing,High
CASE004282,C004282,Solved,237,76647,Hearing,High
CASE004283,C004283,Solved,226,78997,Closed,Medium
CASE004284,C004284,Solved,67,67821,Ongoing,Medium
CASE004285,C004285,Under Investigation,164,93324,Hearing,High
CASE004286,C004286,Solved,354,40162,Ongoing,Medium
CASE004287,C004287,Pending,280,58119,Ongoing,High
CASE004288,C004288,Pending,92,86394,Ongoing,Low
CASE004289,C004289,Solved,146,58145,Closed,High
CASE004290,C004290,Solved,343,78570,Hearing,Low
CASE004291,C004291,Pending,7,83154,Hearing,Low
CASE004292,C004292,Solved,155,65175,Ongoing,Medium
CASE004293,C004293,Solved,92,40260,Ongoing,High
CASE004294,C004294,Under Investigation,98,17849,Ongoing,High
CASE004295,C004295,Solved,36,57901,Hearing,Medium
CASE004296,C004296,Solved,56,80088,Hearing,Medium
CASE004297,C004297,Solved,302,68723,Hearing,Low
CASE004298,C004298,Solved,77,81491,Ongoing,High
CASE004299,C004299,Solved,15,58273,Hearing,Low
CASE004300,C004300,Solved,191,21388,Hearing,High
CASE004301,C004301,Solved,135,64397,Ongoing,Low
CASE004302,C004302,Solved,59,87084,Hearing,High
CASE004303,C004303,Pending,59,15647,Closed,High
CASE004304,C004304,Under Investigation,290,71471,Ongoing,High
CASE004305,C004305,Solved,169,49055,Ongoing,Low
CASE004306,C004306,Solved,40,33577,Closed,Low
CASE004307,C004307,Solved,181,95835,Closed,High
CASE004308,C004308,Solved,36,75609,Ongoing,Medium
CASE004309,C004309,Solved,196,26939,Ongoing,Low
CASE004310,C004310,Solved,31,74221,Ongoing,Low
CASE004311,C004311,Pending,110,23756,Hearing,High
CASE004312,C004312,Under Investigation,289,86172,Closed,Medium
CASE004313,C004313,Solved,203,47400,Hearing,High
CASE004314,C004314,Solved,171,50907,Ongoing,Low
CASE004315,C004315,Solved,69,71892,Closed,Low
CASE004316,C004316,Solved,97,7619,Hearing,Medium
CASE004317,C004317,Solved,12,40654,Hearing,High
CASE004318,C004318,Solved,43,34458,Hearing,High
CASE004319,C004319,Solved,181,78663,Hearing,Medium
CASE004320,C004320,Pending,51,66553,Closed,Medium
CASE004321,C004321,Solved,88,7567,Ongoing,Medium
CASE004322,C004322,Solved,338,2198,Ongoing,Low
CASE004323,C004323,Solved,197,67584,Closed,Low
CASE004324,C004324,Under Investigation,245,43044,Ongoing,Medium
CASE004325,C004325,Under Investigation,27,1871,Hearing,High
CASE004326,C004326,Solved,13,45455,Ongoing,Low
CASE004327,C004327,Pending,341,29203,Closed,Low
CASE004328,C004328,Under Investigation,17,23496,Hearing,Medium
CASE004329,C004329,Pending,50,57473,Ongoing,High
CASE004330,C004330,Under Investigation,42,99215,Closed,Low
CASE004331,C004331,Solved,293,89904,Ongoing,Medium
CASE004332,C004332,Solved,130,15538,Hearing,High
CASE004333,C004333,Solved,188,42633,Ongoing,Low
CASE004334,C004334,Pending,354,55177,Ongoing,Low
CASE004335,C004335,Solved,305,13304,Ongoing,Medium
CASE004336,C004336,Solved,38,50879,Closed,High
CASE004337,C004337,Solved,194,53102,Hearing,High
CASE004338,C004338,Pending,92,22060,Hearing,Low
CASE004339,C004339,Pending,353,86946,Closed,Low
CASE004340,C004340,Solved,266,28507,Ongoing,Medium
CASE004341,C004341,Pending,173,24891,Hearing,High
CASE004342,C004342,Solved,274,73492,Hearing,High
CASE004343,C004343,Solved,363,63250,Ongoing,High
CASE004344,C004344,Solved,155,88110,Ongoing,Low
CASE004345,C004345,Solved,245,31120,Ongoing,High
CASE004346,C004346,Solved,359,22515,Ongoing,High
CASE004347,C004347,Solved,293,35731,Hearing,Medium
CASE004348,C004348,Under Investigation,262,25692,Ongoing,High
CASE004349,C004349,Solved,270,22793,Closed,Medium
CASE004350,C004350,Solved,45,38653,Closed,Low
CASE004351,C004351,Solved,144,95709,Closed,High
CASE004352,C004352,Solved,132,16438,Closed,High
CASE004353,C004353,Solved,31,10129,Closed,Low
CASE004354,C004354,Under Investigation,180,24623,Hearing,High
CASE004355,C004355,Solved,135,48363,Hearing,Medium
CASE004356,C004356,Pending,292,77484,Ongoing,Medium
CASE004357,C004357,Solved,46,28620,Ongoing,Medium
CASE004358,C004358,Pending,77,50379,Ongoing,Low
CASE004359,C004359,Solved,278,36357,Closed,High
CASE004360,C004360,Solved,216,35497,Closed,Low
CASE004361,C004361,Solved,123,4443,Hearing,Medium
CASE004362,C004362,Solved,265,72549,Hearing,Medium
CASE004363,C004363,Solved,39,94970,Ongoing,Low
CASE004364,C004364,Solved,170,79820,Ongoing,High
CASE004365,C004365,Under Investigation,300,97428,Closed,Medium
CASE004366,C004366,Under Investigation,319,14722,Closed,Low
CASE004367,C004367,Solved,9,25335,Closed,Low
CASE004368,C004368,Pending,262,92597,Closed,Low
CASE004369,C004369,Solved,249,5412,Ongoing,Low
CASE004370,C004370,Solved,355,50578,Closed,Low
CASE004371,C004371,Solved,264,42817,Closed,Medium
CASE004372,C004372,Solved,208,16532,Closed,Medium
CASE004373,C004373,Under Investigation,189,2515,Closed,High
CASE004374,C004374,Solved,39,33237,Ongoing,Medium
CASE004375,C004375,Under Investigation,105,37427,Closed,High
CASE004376,C004376,Under Investigation,120,57801,Closed,High
CASE004377,C004377,Pending,27,16359,Closed,High
CASE004378,C004378,Solved,97,71403,Hearing,High
CASE004379,C004379,Solved,165,35636,Hearing,Medium
CASE004380,C004380,Solved,298,8087,Hearing,Medium
CASE004381,C004381,Solved,355,71905,Hearing,High
CASE004382,C004382,Pending,173,92544,Hearing,High
CASE004383,C004383,Solved,324,75540,Hearing,Low
CASE004384,C004384,Pending,285,65115,Closed,High
CASE004385,C004385,Solved,253,80792,Ongoing,Low
CASE004386,C004386,Pending,361,12108,Closed,Medium
CASE004387,C004387,Solved,349,39659,Closed,High
CASE004388,C004388,Pending,217,45688,Closed,Low
CASE004389,C004389,Solved,36,66254,Hearing,High
CASE004390,C004390,Solved,261,4733,Closed,High
CASE004391,C004391,Pending,134,48937,Closed,High
CASE004392,C004392,Under Investigation,53,31629,Closed,Low
CASE004393,C004393,Solved,162,80005,Closed,Low
CASE004394,C004394,Solved,218,59656,Closed,Medium
CASE004395,C004395,Solved,228,23614,Hearing,Low
CASE004396,C004396,Solved,186,61595,Closed,Low
CASE004397,C004397,Under Investigation,20,65308,Closed,Low
CASE004398,C004398,Solved,212,13854,Closed,Medium
CASE004399,C004399,Solved,7,23279,Ongoing,Medium
CASE004400,C004400,Pending,337,16353,Ongoing,High
CASE004401,C004401,Solved,184,40376,Closed,Low
CASE004402,C004402,Pending,184,97202,Closed,Low
CASE004403,C004403,Solved,30,44033,Ongoing,High
CASE004404,C004404,Solved,199,72398,Closed,Low
CASE004405,C004405,Under Investigation,344,77677,Hearing,Medium
CASE004406,C004406,Solved,177,86942,Closed,Medium
CASE004407,C004407,Under Investigation,120,47691,Ongoing,Low
CASE004408,C004408,Pending,167,40173,Ongoing,High
CASE004409,C004409,Pending,201,83448,Ongoing,Medium
CASE004410,C004410,Solved,51,19734,Ongoing,Low
CASE004411,C004411,Under Investigation,316,20723,Ongoing,Medium
CASE004412,C004412,Solved,244,97980,Closed,Medium
CASE004413,C004413,Solved,323,15118,Closed,High
CASE004414,C004414,Under Investigation,286,52839,Ongoing,Medium
CASE004415,C004415,Solved,176,31118,Hearing,High
CASE004416,C004416,Solved,101,76426,Hearing,Medium
CASE004417,C004417,Solved,312,44371,Hearing,High
CASE004418,C004418,Solved,352,42563,Closed,High
CASE004419,C004419,Under Investigation,41,71614,Ongoing,Low
CASE004420,C004420,Pending,201,97240,Hearing,Medium
CASE004421,C004421,Solved,73,97350,Ongoing,High
CASE004422,C004422,Under Investigation,263,10893,Hearing,Low
CASE004423,C004423,Solved,212,9626,Ongoing,High
CASE004424,C004424,Under Investigation,304,41416,Ongoing,High
CASE004425,C004425,Under Investigation,190,91328,Ongoing,High
CASE004426,C004426,Solved,77,64653,Ongoing,Low
CASE004427,C004427,Solved,226,87332,Ongoing,Medium
CASE004428,C004428,Solved,96,97428,Ongoing,Low
CASE004429,C004429,Solved,322,64696,Closed,High
CASE004430,C004430,Solved,294,19874,Hearing,Medium
CASE004431,C004431,Under Investigation,175,44646,Closed,Low
CASE004432,C004432,Solved,314,70522,Closed,Medium
CASE004433,C004433,Under Investigation,5,2480,Hearing,Low
CASE004434,C004434,Solved,344,92486,Ongoing,High
CASE004435,C004435,Solved,298,95456,Ongoing,Low
CASE004436,C004436,Solved,148,65153,Closed,High
CASE004437,C004437,Solved,273,4947,Closed,Medium
CASE004438,C004438,Solved,75,16517,Hearing,Medium
CASE004439,C004439,Pending,170,73921,Ongoing,Low
CASE004440,C004440,Solved,21,45071,Ongoing,Low
CASE004441,C004441,Solved,279,93437,Hearing,Low
CASE004442,C004442,Solved,335,32323,Closed,Low
CASE004443,C004443,Solved,169,19693,Closed,High
CASE004444,C004444,Solved,123,65295,Closed,Low
CASE004445,C004445,Solved,29,47833,Ongoing,Medium
CASE004446,C004446,Solved,258,4392,Ongoing,High
CASE004447,C004447,Solved,100,31957,Closed,Low
CASE004448,C004448,Under Investigation,329,82381,Hearing,Medium
CASE004449,C004449,Solved,139,32911,Ongoing,High
CASE004450,C004450,Under Investigation,327,94975,Hearing,Low
CASE004451,C004451,Solved,109,51743,Closed,Medium
CASE004452,C004452,Solved,52,14351,Hearing,High
CASE004453,C004453,Solved,249,36609,Hearing,High
CASE004454,C004454,Pending,213,94341,Ongoing,High
CASE004455,C004455,Solved,115,78475,Hearing,High
CASE004456,C004456,Under Investigation,40,21341,Ongoing,Medium
CASE004457,C004457,Pending,101,62644,Closed,Medium
CASE004458,C004458,Solved,206,17794,Closed,Medium
CASE004459,C004459,Solved,269,94517,Hearing,Low
CASE004460,C004460,Pending,292,99518,Ongoing,Medium
CASE004461,C004461,Solved,132,70641,Closed,High
CASE004462,C004462,Under Investigation,48,67569,Hearing,Low
CASE004463,C004463,Solved,114,6117,Closed,High
CASE004464,C004464,Solved,347,11868,Closed,Low
CASE004465,C004465,Solved,12,85170,Ongoing,Medium
CASE004466,C004466,Solved,264,62586,Ongoing,Low
CASE004467,C004467,Solved,131,12686,Closed,Medium
CASE004468,C004468,Solved,132,80614,Hearing,Medium
CASE004469,C004469,Solved,101,99917,Closed,Medium
CASE004470,C004470,Solved,283,42093,Hearing,High
CASE004471,C004471,Solved,200,76715,Closed,Medium
CASE004472,C004472,Solved,324,38290,Closed,Low
CASE004473,C004473,Pending,31,58920,Closed,Low
